1	72
1	447
2	74
2	76
3	96
3	145
3	262
3	304
3	358
4	181
4	387
5	385
6	98
7	297
8	77
8	214
8	480
9	112
9	226
11	194
11	321
12	69
12	217
13	33
13	178
14	121
15	375
16	231
16	411
16	493
17	0
17	175
17	256
18	24
18	24
18	31
19	403
19	479
20	294
21	82
21	305
21	319
21	387
23	47
23	100
23	345
24	128
24	404
25	14
25	37
25	117
25	221
25	298
26	276
27	408
29	84
29	379
29	403
30	2
30	47
31	246
31	373
32	10
32	137
32	381
33	481
34	129
35	38
35	119
35	414
36	419
37	120
38	309
40	32
40	75
40	463
41	229
41	290
41	366
42	468
44	155
44	325
45	225
45	481
46	82
46	211
46	341
46	463
47	91
47	117
47	228
47	413
47	478
48	210
48	407
51	130
51	187
51	194
51	281
51	340
51	345
52	43
52	165
52	165
52	299
52	324
54	11
54	173
54	327
54	470
54	499
56	112
56	246
56	341
57	472
58	467
59	209
59	244
60	163
60	360
62	103
63	73
63	113
64	202
64	375
66	177
67	488
68	25
69	265
69	338
69	365
70	100
70	324
72	102
75	131
75	199
75	276
76	16
77	380
78	58
78	258
78	453
80	229
80	400
80	479
81	6
81	334
82	4
82	332
82	332
82	472
83	94
84	100
84	440
84	488
85	21
85	30
85	134
85	364
85	395
85	466
86	75
86	90
86	218
88	81
88	87
90	12
90	123
90	201
90	344
90	401
91	62
91	282
91	456
91	462
92	0
92	410
93	309
94	442
95	98
95	204
95	215
95	272
95	444
97	7
98	197
99	48
99	435
100	80
100	391
102	199
103	141
103	222
104	493
105	215
105	252
105	474
106	222
106	399
107	431
107	465
108	209
108	255
109	84
110	199
111	66
112	344
112	374
112	435
113	249
114	439
115	101
116	197
116	485
117	375
118	15
119	218
119	389
119	405
119	493
120	51
120	173
121	306
122	180
122	191
122	219
122	451
123	482
124	281
124	459
124	486
125	175
125	271
125	369
125	463
126	422
127	55
128	264
128	491
128	494
129	14
129	179
129	412
130	167
130	174
130	209
130	326
131	246
131	300
131	344
132	140
133	365
135	443
135	491
136	221
137	34
137	156
138	158
138	187
138	417
139	25
139	105
139	316
139	493
141	492
142	24
142	86
143	255
143	312
143	375
144	246
144	324
144	458
145	69
145	276
145	315
145	393
146	370
147	456
148	341
148	486
149	5
149	201
151	345
152	30
152	48
153	431
153	462
154	139
154	400
155	92
155	165
156	108
156	363
156	385
156	435
156	493
157	156
157	288
157	289
158	34
158	295
160	318
160	467
161	457
162	250
163	456
164	138
164	343
164	415
165	183
165	278
165	389
166	12
166	292
167	47
167	417
168	263
169	79
169	247
169	391
170	27
170	80
170	86
171	89
172	129
172	134
172	298
174	337
175	35
175	252
175	256
175	269
176	349
176	446
176	492
177	8
178	172
178	218
178	323
178	331
178	336
180	326
180	330
180	456
182	48
183	471
184	185
184	298
185	304
185	427
186	14
186	184
186	279
187	165
188	26
188	276
189	461
190	90
192	488
193	111
193	479
194	11
194	113
194	327
194	437
195	350
196	15
196	324
196	455
197	15
200	83
200	117
200	133
200	193
200	357
200	436
201	14
201	70
201	196
201	458
202	40
202	50
202	130
202	204
203	212
203	433
203	478
204	443
205	125
206	299
207	51
207	52
207	233
208	133
208	488
209	232
209	305
210	179
210	449
211	1
212	369
212	484
213	68
213	196
213	301
213	387
213	421
213	444
213	469
214	89
214	308
215	291
215	373
216	269
217	14
217	53
218	21
218	97
218	213
218	220
218	375
219	194
