0	32
0	43
0	58
1	72
1	86
1	62
2	41
2	30
2	33
3	16
3	57
3	66
4	29
4	27
4	79
5	20
5	14
5	28
6	72
6	70
6	82
7	76
7	75
7	83
8	40
8	48
8	10
9	47
9	2
9	65
10	61
10	40
10	8
11	70
11	6
11	1
12	53
12	89
12	72
13	67
13	14
13	28
14	28
14	5
14	67
15	73
15	67
15	85
16	3
16	57
17	89
17	90
17	74
18	27
18	38
18	26
19	90
19	79
20	28
20	5
20	42
21	37
21	57
22	95
22	47
22	32
23	74
23	62
23	53
24	88
24	45
25	52
25	30
25	83
26	27
26	18
26	29
27	18
27	4
27	29
28	20
28	14
28	5
29	4
29	27
29	18
30	98
30	51
30	76
31	59
31	25
32	58
33	41
33	58
33	46
34	71
34	56
34	37
35	60
35	52
35	25
36	19
36	33
36	94
37	56
37	44
38	18
38	26
38	27
39	53
39	67
40	8
40	10
40	48
41	33
41	2
41	46
42	20
42	5
42	28
43	90
43	0
44	69
44	56
44	55
45	24
45	87
45	92
46	33
46	41
46	63
47	95
47	82
48	40
48	49
48	8
49	48
49	40
50	5
50	14
50	42
51	98
51	80
51	30
52	60
52	25
52	83
53	12
53	62
53	39
54	3
54	66
55	69
55	3
56	37
56	44
56	69
57	3
57	16
58	32
58	95
58	33
59	31
59	33
59	0
60	52
60	99
60	83
61	10
61	40
61	74
62	53
62	12
63	46
63	41
63	77
64	75
64	83
65	82
65	94
65	81
66	3
66	57
66	16
67	13
67	14
67	39
68	97
68	49
68	40
69	44
70	6
70	82
71	34
71	56
71	37
72	12
72	6
72	1
73	15
73	39
73	67
74	23
74	61
74	10
75	7
75	76
76	83
76	7
76	75
77	75
77	63
77	7
78	23
78	85
78	62
79	4
79	91
79	29
80	51
80	98
81	94
81	65
82	65
82	58
83	76
83	7
84	8
84	61
84	10
85	73
85	15
85	78
86	1
87	45
87	24
87	92
88	24
88	92
88	56
89	17
89	12
89	53
90	43
90	79
90	19
91	79
91	29
91	4
92	88
92	24
92	45
93	46
93	18
93	59
94	81
94	65
94	82
95	47
95	22
95	32
96	66
96	54
96	3
97	68
97	49
97	40
98	51
98	30
98	80
99	60
99	52
99	83
