0	23	0	23	1.0
0	25	0	25	1.0
1	11	1	11	1.0
2	23	2	23	1.0
3	29	3	29	1.0
4	72	4	72	1.0
4	80	4	80	1.0
4	64	4	64	1.0
5	6	5	6	1.0
5	91	5	91	1.0
6	91	6	91	1.0
6	85	6	85	1.0
7	35	7	35	1.0
8	54	8	54	1.0
9	74	9	74	1.0
10	51	10	51	1.0
11	1	11	1	1.0
12	80	12	80	1.0
12	64	12	64	1.0
12	34	12	34	1.0
13	18	13	18	1.0
13	85	13	85	1.0
14	70	14	70	1.0
14	65	14	65	1.0
16	83	16	83	1.0
16	37	16	37	1.0
16	12	16	12	1.0
17	50	17	50	1.0
17	23	17	23	1.0
18	85	18	85	1.0
18	61	18	61	1.0
19	44	19	44	1.0
22	61	22	61	1.0
25	0	25	0	1.0
25	71	25	71	1.0
26	66	26	66	1.0
26	28	26	28	1.0
27	63	27	63	1.0
27	97	27	97	1.0
28	46	28	46	1.0
28	80	28	80	1.0
28	34	28	34	1.0
29	3	29	3	1.0
29	68	29	68	1.0
29	53	29	53	1.0
30	78	30	78	1.0
30	65	30	65	1.0
31	49	31	49	1.0
31	56	31	56	1.0
32	86	32	86	1.0
32	57	32	57	1.0
33	74	33	74	1.0
33	19	33	19	1.0
34	80	34	80	1.0
34	28	34	28	1.0
35	84	35	84	1.0
35	38	35	38	1.0
36	46	36	46	1.0
36	73	36	73	1.0
37	42	37	42	1.0
37	43	37	43	1.0
37	16	37	16	1.0
38	84	38	84	1.0
38	35	38	35	1.0
39	57	39	57	1.0
40	6	40	6	1.0
41	57	41	57	1.0
41	55	41	55	1.0
42	43	42	43	1.0
42	80	42	80	1.0
42	37	42	37	1.0
43	42	43	42	1.0
43	37	43	37	1.0
43	36	43	36	1.0
44	19	44	19	1.0
44	20	44	20	1.0
45	82	45	82	1.0
46	28	46	28	1.0
46	80	46	80	1.0
46	36	46	36	1.0
48	22	48	22	1.0
48	61	48	61	1.0
49	31	49	31	1.0
49	56	49	56	1.0
50	23	50	23	1.0
51	10	51	10	1.0
52	66	52	66	1.0
52	37	52	37	1.0
53	68	53	68	1.0
54	9	54	9	1.0
55	41	55	41	1.0
55	57	55	57	1.0
56	76	56	76	1.0
56	31	56	31	1.0
57	41	57	41	1.0
57	86	57	86	1.0
57	39	57	39	1.0
58	42	58	42	1.0
60	93	60	93	1.0
61	22	61	22	1.0
61	99	61	99	1.0
62	63	62	63	1.0
63	27	63	27	1.0
63	62	63	62	1.0
64	12	64	12	1.0
65	78	65	78	1.0
65	30	65	30	1.0
66	26	66	26	1.0
66	28	66	28	1.0
67	20	67	20	1.0
67	19	67	19	1.0
68	53	68	53	1.0
68	29	68	29	1.0
69	50	69	50	1.0
70	14	70	14	1.0
71	0	71	0	1.0
72	4	72	4	1.0
72	80	72	80	1.0
72	28	72	28	1.0
73	36	73	36	1.0
74	9	74	9	1.0
75	10	75	10	1.0
76	50	76	50	1.0
78	65	78	65	1.0
78	30	78	30	1.0
80	12	80	12	1.0
80	28	80	28	1.0
80	46	80	46	1.0
82	45	82	45	1.0
82	93	82	93	1.0
83	12	83	12	1.0
83	16	83	16	1.0
83	80	83	80	1.0
84	38	84	38	1.0
84	92	84	92	1.0
85	13	85	13	1.0
86	32	86	32	1.0
86	57	86	57	1.0
87	6	87	6	1.0
87	85	87	85	1.0
88	23	88	23	1.0
89	86	89	86	1.0
90	70	90	70	1.0
90	20	90	20	1.0
91	6	91	6	1.0
91	85	91	85	1.0
92	84	92	84	1.0
93	82	93	82	1.0
95	24	95	24	1.0
96	51	96	51	1.0
97	27	97	27	1.0
99	22	99	22	1.0
99	61	99	61	1.0
