-2.2401683247290225	2.6120063138784406	-2.5108427095617150	4
5.8395839631545723	0.3099219033738838	4.9617476262700695	2
2.6826263732677740	0.3650972227273943	1.4287973977825508	0
-0.8067465189255518	6.9143257320994547	0.4000887498961734	3
-4.4794211920028957	-5.1306024532436307	0.4804348348242902	1
0.6590568495036280	1.2605609054265492	2.6720736937855505	4
-4.3021967233380742	0.1087107529950095	5.8130993310648940	4
-5.1741019243406390	-2.3560099345296579	1.2191713501974946	1
-4.6054318882208349	-2.5948266781738121	0.0729853878214044	1
-2.3509053419005435	-3.0931453445118016	0.1591381158797658	1
0.7937175722732355	1.4058422803482142	-5.3362072975431909	3
3.2659844258071646	0.9708402288394709	4.9057656806839844	2
-5.6785237386577414	3.1427007060785854	-0.2468523625380592	1
-0.8008566931399654	6.2996050874507148	-0.0507248144000803	0
-2.7519434748408118	3.3137505314907982	5.0182754867351109	3
-3.9386617242662525	2.5920704489829567	-2.1393919043324074	4
1.3084298766264166	3.3272203798318429	0.5926202150923729	2
0.5534552648820146	0.6088750159616647	7.6259604632568507	2
-4.1460782695326506	1.4276949250644926	-1.3652361654625895	4
0.0143069274608857	2.1356366732333729	3.8225949522596170	2
0.1553524389865020	2.0300816332728187	-4.3467263131240319	0
-0.9550596130232307	3.5394532872644620	-6.8656788959530317	3
4.0600549151369263	2.8591751066775366	4.5693024487644802	0
3.4753717423294805	2.3223157301381208	-1.9784858522290678	3
1.1085998543850684	3.2632373489293656	1.9874969480399742	0
G3
0	15	1.7387504040793689	18	2.5194246440920858	20	3.0736988579103066	
1	11	2.6576985513414852	22	3.133596774417525	2	4.738265806936081	
2	5	2.5381932102862312	24	3.3449844335520953	16	3.3707242382146143	
3	13	0.7623313129857905	16	4.168736542126134	24	4.418015719642459	
4	8	2.571391166052965	7	2.9540948874283974	9	2.963957283036198	
5	19	1.5827694802394865	24	2.163665217036713	2	2.5381932102862312	
6	14	3.6479185928049196	19	5.1674694131206875	17	5.207109179311202	
7	8	1.301599518812642	4	2.9540948874283974	9	3.1044287741240066	
8	7	1.301599518812642	9	2.3105483621503518	4	2.571391166052965	
9	8	2.3105483621503518	4	2.963957283036198	7	3.1044287741240066	
10	20	1.3327630815951594	21	3.154330506302399	0	4.317635969698098	
11	22	2.0759489539287395	1	2.6576985513414852	5	3.44519801330318	
12	18	2.557423757494583	15	2.629071970564284	0	4.150852536747349	
13	3	0.7623313129857905	16	3.7010881522136168	24	4.125518307231676	
14	19	3.2356986095395386	6	3.6479185928049196	5	4.62116583845413	
15	18	1.4135448673373334	0	1.7387504040793689	12	2.629071970564284	
16	24	1.410569731048777	5	3.0028142602486985	2	3.3707242382146143	
17	11	3.85853507426583	19	4.133675277292868	5	4.997683495175043	
18	15	1.4135448673373334	0	2.5194246440920858	12	2.557423757494583	
19	5	1.5827694802394865	24	2.415894239994224	14	3.2356986095395386	
20	10	1.3327630815951594	0	3.0736988579103066	21	3.139480821674632	
21	20	3.139480821674632	10	3.154330506302399	0	4.634248644564541	
22	11	2.0759489539287395	1	3.133596774417525	24	3.942089917140735	
23	16	3.5094240002783734	2	4.008581875393041	20	4.0885806611293205	
24	16	1.410569731048777	5	2.163665217036713	19	2.415894239994224	
