0	19
0	14
1	18
1	17
1	26
2	44
2	30
3	40
3	22
3	8
4	43
4	26
4	5
5	46
5	43
5	17
6	13
6	38
6	0
7	23
7	27
7	28
8	48
8	33
9	33
9	8
9	41
10	22
10	40
11	35
11	37
11	27
12	33
12	8
12	41
13	38
13	39
13	19
14	19
14	39
14	0
15	28
15	32
15	23
16	49
16	44
16	18
17	46
17	20
17	5
18	30
18	29
18	34
19	13
19	0
19	14
20	17
20	46
20	5
21	36
21	27
22	10
22	40
23	32
23	27
23	0
24	33
24	12
24	8
25	41
25	48
25	22
26	29
26	34
26	46
27	36
27	11
27	35
28	27
28	37
29	34
29	30
29	18
30	34
30	29
30	18
31	48
31	38
32	23
32	15
32	27
33	12
33	8
33	24
34	29
34	30
34	18
35	11
35	37
35	36
36	21
36	35
36	27
37	35
37	11
37	36
38	13
38	39
39	13
39	42
39	38
40	22
40	10
40	3
41	12
41	48
42	39
42	14
42	13
43	5
43	4
43	46
44	18
44	1
44	16
45	26
45	34
45	29
46	5
46	17
46	26
47	10
48	8
48	12
49	16
49	18
49	47
