0	0	1
1	1	0.992439
2	2	1
3	3	0.999997
4	4	0.99423
5	5	1
6	6	1
7	7	0.999998
8	8	1
9	9	1
10	10	1
11	11	0.999759
12	12	0.99989
13	13	1
14	14	0.927198
15	15	0.998267
16	16	0.999998
17	17	1
18	18	0.999997
19	19	0.994589
20	20	0.999988
21	21	1
22	22	0.914574
23	23	0.996015
24	24	0.922132
25	25	1
26	26	1
27	27	1
28	28	0.909586
29	29	1
30	30	1
31	31	1
32	32	1
33	33	1
34	34	0.996635
35	35	0.941712
36	36	1
37	37	1
38	38	0.930581
39	39	1
40	40	0.998267
41	41	0.98923
42	42	0.999992
43	43	1
44	44	1
45	45	0.998936
46	46	1
47	47	0.995633
48	48	0.999992
49	49	1
50	50	1
51	51	0.941712
52	52	0.939425
53	53	0.948897
54	54	0.936816
55	55	0.997723
56	56	1
57	57	0.925844
58	58	1
59	59	0.999727
60	60	1
61	61	1
62	62	0.969591
63	63	0.985071
64	64	1
65	65	1
66	66	0.993525
67	67	1
68	68	1
69	69	0.999992
70	70	1
71	71	0.997221
72	72	0.909586
73	73	0.990964
74	74	0.993283
75	75	0.990749
76	76	1
77	77	0.9994
78	78	1
79	79	0.985071
80	80	1
81	81	0.999943
82	82	0.999871
83	83	0.999987
84	84	1
85	85	0.926458
86	86	1
87	87	0.99999
88	88	0.936526
89	89	0.992982
90	90	1
91	91	1
92	92	1
93	93	0.990893
94	94	0.936816
95	95	0.995017
96	96	0.945135
97	97	0.999987
98	98	0.999997
99	99	1
