0	93	0	93	1.0
0	55	0	55	1.0
0	46	0	46	1.0
0	64	0	64	1.0
1	42	1	42	1.0
1	33	1	33	1.0
1	26	1	26	1.0
1	53	1	53	1.0
2	47	2	47	1.0
2	16	2	16	1.0
2	69	2	69	1.0
2	77	2	77	1.0
3	40	3	40	1.0
3	76	3	76	1.0
3	16	3	16	1.0
3	84	3	84	1.0
4	85	4	85	1.0
4	45	4	45	1.0
4	54	4	54	1.0
4	87	4	87	1.0
5	81	5	81	1.0
5	25	5	25	1.0
5	88	5	88	1.0
5	54	5	54	1.0
6	43	6	43	1.0
6	72	6	72	1.0
6	77	6	77	1.0
6	17	6	17	1.0
7	94	7	94	1.0
7	1	7	1	1.0
7	18	7	18	1.0
7	9	7	9	1.0
8	52	8	52	1.0
8	68	8	68	1.0
8	71	8	71	1.0
8	90	8	90	1.0
9	51	9	51	1.0
9	50	9	50	1.0
9	7	9	7	1.0
9	94	9	94	1.0
10	61	10	61	1.0
10	35	10	35	1.0
10	54	10	54	1.0
10	62	10	62	1.0
11	34	11	34	1.0
11	92	11	92	1.0
11	89	11	89	1.0
11	90	11	90	1.0
12	26	12	26	1.0
12	50	12	50	1.0
12	33	12	33	1.0
12	51	12	51	1.0
13	80	13	80	1.0
13	86	13	86	1.0
13	46	13	46	1.0
13	64	13	64	1.0
14	39	14	39	1.0
14	38	14	38	1.0
14	55	14	55	1.0
14	64	14	64	1.0
15	58	15	58	1.0
15	51	15	51	1.0
15	42	15	42	1.0
15	78	15	78	1.0
16	47	16	47	1.0
16	69	16	69	1.0
16	70	16	70	1.0
16	3	16	3	1.0
17	69	17	69	1.0
17	77	17	77	1.0
17	63	17	63	1.0
17	16	17	16	1.0
18	7	18	7	1.0
18	94	18	94	1.0
18	1	18	1	1.0
18	73	18	73	1.0
19	87	19	87	1.0
19	91	19	91	1.0
19	31	19	31	1.0
19	62	19	62	1.0
20	39	20	39	1.0
20	98	20	98	1.0
20	14	20	14	1.0
20	60	20	60	1.0
21	64	21	64	1.0
21	27	21	27	1.0
21	60	21	60	1.0
21	59	21	59	1.0
22	28	22	28	1.0
22	56	22	56	1.0
22	40	22	40	1.0
22	76	22	76	1.0
23	80	23	80	1.0
23	32	23	32	1.0
23	13	23	13	1.0
23	46	23	46	1.0
24	73	24	73	1.0
24	78	24	78	1.0
24	15	24	15	1.0
24	50	24	50	1.0
25	5	25	5	1.0
25	88	25	88	1.0
25	81	25	81	1.0
25	45	25	45	1.0
26	1	26	1	1.0
26	12	26	12	1.0
26	42	26	42	1.0
26	33	26	33	1.0
27	98	27	98	1.0
27	64	27	64	1.0
27	86	27	86	1.0
27	21	27	21	1.0
28	56	28	56	1.0
28	72	28	72	1.0
28	40	28	40	1.0
28	22	28	22	1.0
29	97	29	97	1.0
29	66	29	66	1.0
29	37	29	37	1.0
29	68	29	68	1.0
30	37	30	37	1.0
30	82	30	82	1.0
30	68	30	68	1.0
30	66	30	66	1.0
31	19	31	19	1.0
31	88	31	88	1.0
31	10	31	10	1.0
31	5	31	5	1.0
32	46	32	46	1.0
32	38	32	38	1.0
32	23	32	23	1.0
32	60	32	60	1.0
33	53	33	53	1.0
33	42	33	42	1.0
33	1	33	1	1.0
33	94	33	94	1.0
34	92	34	92	1.0
34	89	34	89	1.0
34	11	34	11	1.0
34	65	34	65	1.0
35	54	35	54	1.0
35	10	35	10	1.0
35	61	35	61	1.0
35	75	35	75	1.0
36	32	36	32	1.0
36	38	36	38	1.0
36	13	36	13	1.0
36	14	36	14	1.0
37	68	37	68	1.0
37	90	37	90	1.0
37	30	37	30	1.0
37	82	37	82	1.0
38	14	38	14	1.0
38	39	38	39	1.0
38	55	38	55	1.0
38	60	38	60	1.0
39	14	39	14	1.0
39	55	39	55	1.0
39	38	39	38	1.0
39	64	39	64	1.0
40	76	40	76	1.0
40	56	40	56	1.0
40	72	40	72	1.0
40	3	40	3	1.0
41	68	41	68	1.0
41	82	41	82	1.0
41	71	41	71	1.0
41	8	41	8	1.0
42	33	42	33	1.0
42	58	42	58	1.0
42	53	42	53	1.0
42	1	42	1	1.0
43	77	43	77	1.0
43	47	43	47	1.0
43	6	43	6	1.0
43	72	43	72	1.0
44	53	44	53	1.0
44	58	44	58	1.0
44	42	44	42	1.0
44	33	44	33	1.0
45	88	45	88	1.0
45	4	45	4	1.0
45	81	45	81	1.0
45	85	45	85	1.0
46	32	46	32	1.0
46	64	46	64	1.0
