0	10	0.996451
1	1	1
2	2	1
3	3	1
4	3	0.998654
5	5	1
6	6	1
7	7	1
8	77	0.997326
9	9	1
10	10	1
11	2	0.996498
12	12	1
13	34	0.99925
14	14	1
15	15	1
16	16	1
17	17	1
18	20	0.993781
19	5	0.994749
20	20	1
21	97	0.993003
22	22	1
23	71	0.996962
24	24	1
25	15	0.99732
26	26	1
27	64	0.998189
28	28	1
29	52	0.989694
30	30	1
31	7	0.991436
32	32	1
33	51	0.997483
34	34	1
35	35	1
36	36	1
37	37	1
38	84	0.996795
39	39	1
40	26	0.99364
41	41	1
42	42	1
43	43	1
44	44	1
45	45	1
46	97	0.992252
47	65	0.997448
48	48	1
49	49	1
50	76	0.990777
51	51	1
52	52	1
53	53	1
54	54	1
55	55	1
56	45	0.997492
57	57	1
58	58	1
59	89	0.998033
60	77	0.998399
61	10	0.996135
62	7	0.989306
63	63	1
64	64	1
65	65	1
66	66	1
67	67	1
68	24	0.995861
69	2	0.995067
70	70	1
71	71	1
72	5	0.996739
73	54	0.994144
74	74	1
75	2	0.995476
76	76	1
77	77	1
78	78	1
79	3	0.997264
80	3	0.998988
81	81	1
82	87	0.992206
83	82	0.994306
84	84	1
85	85	1
86	17	0.995541
87	87	1
88	88	1
89	89	1
90	90	1
91	77	0.99895
92	81	0.991247
93	57	0.997935
94	94	1
95	97	0.996608
96	44	0.997191
97	97	1
98	2	0.996182
99	99	1
