0	10	0	10	0.99588
0	11	0	11	0.998573
0	16	0	16	0.998402
0	17	0	17	0.996554
1	13	1	13	0.987925
1	15	1	15	0.991313
1	20	1	20	0.990281
1	22	1	22	0.991429
2	3	2	3	0.994371
2	14	2	14	0.990767
2	21	2	21	0.992082
3	2	3	2	0.994371
3	9	3	9	0.997497
3	21	3	21	0.995333
4	5	4	5	0.997186
4	6	4	6	0.995033
4	23	4	23	0.993436
5	4	5	4	0.997186
5	6	5	6	0.995033
5	23	5	23	0.993436
6	4	6	4	0.995033
6	5	6	5	0.995033
6	19	6	19	0.99525
6	23	6	23	0.991283
6	24	6	24	0.994745
7	9	7	9	0.996432
7	11	7	11	0.997577
7	16	7	16	0.997405
7	20	7	20	0.992285
8	12	8	12	0.99374
8	23	8	23	0.990271
8	24	8	24	0.993733
9	3	9	3	0.997497
9	7	9	7	0.996432
9	11	9	11	0.998518
10	0	10	0	0.99588
10	17	10	17	0.994949
10	18	10	18	0.992793
11	0	11	0	0.998573
11	7	11	7	0.997577
11	9	11	9	0.998518
11	16	11	16	0.999491
12	8	12	8	0.99374
12	20	12	20	0.992851
12	22	12	22	0.993999
13	1	13	1	0.987925
13	15	13	15	0.987754
13	20	13	20	0.986722
14	2	14	2	0.990767
14	18	14	18	0.990863
15	1	15	1	0.991313
15	13	15	13	0.987754
15	20	15	20	0.99011
15	21	15	21	0.992092
16	0	16	0	0.998402
16	7	16	7	0.997405
16	11	16	11	0.999491
17	0	17	0	0.996554
17	10	17	10	0.994949
17	18	17	18	0.993467
18	10	18	10	0.992793
18	14	18	14	0.990863
18	17	18	17	0.993467
19	6	19	6	0.99525
19	23	19	23	0.993653
19	24	19	24	0.997115
20	1	20	1	0.990281
20	7	20	7	0.992285
20	12	20	12	0.992851
20	13	20	13	0.986722
20	15	20	15	0.99011
20	22	20	22	0.990226
21	2	21	2	0.992082
21	3	21	3	0.995333
21	15	21	15	0.992092
22	1	22	1	0.991429
22	12	22	12	0.993999
22	20	22	20	0.990226
23	4	23	4	0.993436
23	5	23	5	0.993436
23	6	23	6	0.991283
23	8	23	8	0.990271
23	19	23	19	0.993653
23	24	23	24	0.993148
24	6	24	6	0.994745
24	8	24	8	0.993733
24	19	24	19	0.997115
24	23	24	23	0.993148
