0	44	0.892197
1	44	0.904159
2	44	0.941034
3	44	0.895388
4	44	0.912653
5	44	0.899091
6	44	0.914977
7	44	0.916499
8	44	0.907195
9	44	0.935202
10	44	0.887066
11	93	0.916574
12	44	0.913311
13	44	0.921641
14	44	0.92379
15	44	0.920901
16	48	0.955233
17	44	0.903564
18	44	0.900192
19	48	0.955446
20	44	0.941012
21	44	0.944571
22	48	0.944015
23	0	0.901573
24	44	0.900192
25	44	0.910938
26	0	0.903886
27	0	0.886633
28	44	0.935472
29	44	0.886091
30	47	0.933731
31	44	0.909915
32	0	0.902176
33	44	0.929161
34	44	0.910175
35	44	0.914881
36	44	0.893007
37	44	0.916979
38	44	0.935911
39	44	0.921941
40	44	0.949254
41	44	0.928638
42	44	0.923402
43	0	0.90136
44	44	0.922601
45	44	0.913519
46	44	0.911133
47	44	0.891072
48	44	0.8943
49	44	0.915241
